거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	담보대출상환금	매도담보상환금	신용거래구분(Hide)	세금합계	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	신용이자	매도담보상환이자	적요명(Hide)		상환차금	처리시간
2014-03-04	엔씨소프트	5	"960,000"				"4,586,142"				보통매매			영웅문S
	보통매매  장내매수	"192,000.00"					23				장내매수			0:38:08
2014-03-04	엔씨소프트	3	"580,500"				"4,586,142"				보통매매			영웅문S
	보통매매  장내매수	"193,500.00"					26				장내매수			0:38:08
2014-03-04	엔씨소프트	2	"388,000"				"4,586,142"				보통매매			영웅문S
	보통매매  장내매수	"194,000.00"					28				장내매수			0:38:08
2014-03-04	엔씨소프트	1	"194,500"				"4,586,142"				보통매매			영웅문S
	보통매매  장내매수	"194,500.00"					29				장내매수			0:38:08
2014-03-04	엔씨소프트	1	"195,000"		"4,041,100"		"545,042"				보통매매			영웅문S
	보통매매  장내매수	"195,000.00"	600				30				장내매수			0:38:08
2014-03-04			"1,200,000"		"1,200,000"		"1,745,042"							영웅문S
	  이체입금						0				이체입금			21:59:34
2014-03-05	동원개발	35	"677,250"	"2,031"	"675,119"		"2,420,161"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"19,350.00"	100				0				KOSDAQ매도			0:38:37
2014-03-05	엔씨소프트	10	"1,925,000"				"2,420,161"				보통매매			영웅문S
	보통매매  장내매도	"192,500.00"					20				장내매도			0:38:37
2014-03-05	엔씨소프트	20	"3,860,000"	"17,354"	"5,766,786"		"8,186,947"				보통매매			영웅문S
	보통매매  장내매도	"193,000.00"	860				0				장내매도			0:38:37
2014-03-05	LG화학	8	"2,004,000"	"6,012"	"1,997,688"		"10,184,635"				보통매매			영웅문S
	보통매매  장내매도	"250,500.00"	300				0				장내매도			0:38:37
2014-03-05	쎌바이오텍	3	"80,700"				"10,184,635"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"26,900.00"					"1,383"				KOSDAQ매수			0:38:37
2014-03-05	쎌바이오텍	7	"193,900"		"274,640"		"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,700.00"	40				"1,390"				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	15	"577,500"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"38,500.00"					115				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	10	"385,500"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"38,550.00"					125				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	5	"193,000"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"38,600.00"					130				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	5	"193,250"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"38,650.00"					135				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	5	"193,500"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"38,700.00"					140				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	10	"398,500"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"39,850.00"					150				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	20	"798,000"				"9,909,995"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"39,900.00"					170				KOSDAQ매수			0:38:37
2014-03-05	CJE&M	10	"399,500"		"3,139,220"		"6,770,775"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"39,950.00"	470				180				KOSDAQ매수			0:38:37
2014-03-05	한국전력	10	"375,000"		"375,050"		"6,395,725"				보통매매			영웅문S
	보통매매  장내매수	"37,500.00"	50				20				장내매수			0:38:37
2014-03-05	NAVER	1	"813,000"				"6,395,725"				보통매매			영웅문S
	보통매매  장내매수	"813,000.00"					101				장내매수			0:38:37
2014-03-05	NAVER	1	"821,000"				"6,395,725"				보통매매			영웅문S
	보통매매  장내매수	"821,000.00"					102				장내매수			0:38:37
2014-03-05	NAVER	1	"823,000"				"6,395,725"				보통매매			영웅문S
	보통매매  장내매수	"823,000.00"					103				장내매수			0:38:37
2014-03-05	NAVER	1	"825,000"		"3,282,490"		"3,113,235"				보통매매			영웅문S
	보통매매  장내매수	"825,000.00"	490				104				장내매수			0:38:37
2014-03-06	CJE&M	10	"394,500"				"3,113,235"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"39,450.00"					190				KOSDAQ매수			0:38:23
2014-03-06	CJE&M	10	"395,000"		"789,610"		"2,323,625"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"39,500.00"	110				200				KOSDAQ매수			0:38:23
2014-03-06	한국전력	10	"375,500"				"2,323,625"				보통매매			영웅문S
	보통매매  장내매수	"37,550.00"					30				장내매수			0:38:23
2014-03-06	한국전력	10	"376,000"		"751,610"		"1,572,015"				보통매매			영웅문S
	보통매매  장내매수	"37,600.00"	110				40				장내매수			0:38:23
2014-03-07	삼성SDI우	40	"3,256,000"	"9,766"	"3,245,754"		"4,817,769"				보통매매			영웅문S
	보통매매  장내매도	"81,400.00"	480				100				장내매도			0:37:52
2014-03-07	현대중공업	5	"1,092,500"	"3,276"	"1,089,064"		"5,906,833"				보통매매			영웅문S
	보통매매  장내매도	"218,500.00"	160				30				장내매도			0:37:52
2014-03-07	한화케미칼	50	"997,500"				"5,906,833"				보통매매			영웅문S
	보통매매  장내매도	"19,950.00"					270				장내매도			0:37:52
2014-03-07	한화케미칼	50	"1,000,000"				"5,906,833"				보통매매			영웅문S
	보통매매  장내매도	"20,000.00"					220				장내매도			0:37:52
2014-03-07	한화케미칼	50	"1,002,500"				"5,906,833"				보통매매			영웅문S
	보통매매  장내매도	"20,050.00"					170				장내매도			0:37:52
2014-03-07	한화케미칼	120	"2,436,000"	"16,306"	"5,418,884"		"11,325,717"				보통매매			영웅문S
	보통매매  장내매도	"20,300.00"	810				50				장내매도			0:37:52
2014-03-07	LG생활건강	2	"917,000"				"11,325,717"				보통매매			영웅문S
	보통매매  장내매도	"458,500.00"					10				장내매도			0:37:52
2014-03-07	LG생활건강	2	"922,000"				"11,325,717"				보통매매			영웅문S
	보통매매  장내매도	"461,000.00"					8				장내매도			0:37:52
2014-03-07	LG생활건강	2	"923,000"	"8,284"	"2,753,306"		"14,079,023"				보통매매			영웅문S
	보통매매  장내매도	"461,500.00"	410				6				장내매도			0:37:52
2014-03-07	쎌바이오텍	10	"282,500"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,250.00"					"1,400"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	10	"283,000"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,300.00"					"1,410"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	20	"567,000"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,350.00"					"1,430"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	20	"568,000"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,400.00"					"1,450"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	20	"569,000"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,450.00"					"1,470"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	20	"570,000"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,500.00"					"1,490"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	10	"285,500"				"14,079,023"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,550.00"					"1,500"				KOSDAQ매수			0:37:52
2014-03-07	쎌바이오텍	10	"286,000"		"3,411,510"		"10,667,513"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,600.00"	510				"1,510"				KOSDAQ매수			0:37:53
2014-03-07	한국전력	30	"1,119,000"				"10,667,513"				보통매매			영웅문S
	보통매매  장내매수	"37,300.00"					70				장내매수			0:37:53
2014-03-07	한국전력	20	"747,000"				"10,667,513"				보통매매			영웅문S
	보통매매  장내매수	"37,350.00"					90				장내매수			0:37:53
2014-03-07	한국전력	20	"748,000"				"10,667,513"				보통매매			영웅문S
	보통매매  장내매수	"37,400.00"					110				장내매수			0:37:53
2014-03-07	한국전력	40	"1,498,000"				"10,667,513"				보통매매			영웅문S
	보통매매  장내매수	"37,450.00"					150				장내매수			0:37:53
2014-03-07	한국전력	20	"750,000"				"10,667,513"				보통매매			영웅문S
	보통매매  장내매수	"37,500.00"					170				장내매수			0:37:53
2014-03-07	한국전력	10	"375,500"		"5,238,280"		"5,429,233"				보통매매			영웅문S
	보통매매  장내매수	"37,550.00"	780				180				장내매수			0:37:53
2014-03-07			"10,000,000"		"10,000,000"		"15,429,233"							영웅문3
	  이체입금						0				이체입금			7:48:59
2014-03-10	한화케미칼	50	"1,000,000"	"3,000"	"996,850"		"16,426,083"				보통매매			영웅문S
	보통매매  장내매도	"20,000.00"	150				0				장내매도			0:36:14
2014-03-10	LG생활건강	1	"457,000"				"16,426,083"				보통매매			영웅문S
	보통매매  장내매도	"457,000.00"					5				장내매도			0:36:14
2014-03-10	LG생활건강	5	"2,300,000"	"8,270"	"2,748,320"		"19,174,403"				보통매매			영웅문S
	보통매매  장내매도	"460,000.00"	410				0				장내매도			0:36:14
2014-03-10	쎌바이오텍	10	"278,000"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,800.00"					"1,520"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"278,500"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,850.00"					"1,530"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"279,000"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,900.00"					"1,540"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"279,500"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,950.00"					"1,550"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"280,000"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,000.00"					"1,560"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"280,500"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,050.00"					"1,570"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"281,000"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,100.00"					"1,580"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"281,500"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,150.00"					"1,590"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"282,000"				"19,174,403"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,200.00"					"1,600"				KOSDAQ매수			0:36:14
2014-03-10	쎌바이오텍	10	"282,500"		"2,802,920"		"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,250.00"	420				"1,610"				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"425,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,500.00"					210				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	20	"855,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,750.00"					230				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"428,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,800.00"					240				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	20	"857,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,850.00"					260				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"429,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,900.00"					270				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"429,500"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,950.00"					280				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"430,000"				"16,371,483"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,000.00"					290				KOSDAQ매수			0:36:14
2014-03-10	CJE&M	10	"430,500"		"4,284,640"		"12,086,843"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,050.00"	640				300				KOSDAQ매수			0:36:14
2014-03-10	한국전력	10	"373,000"				"12,086,843"				보통매매			영웅문S
	보통매매  장내매수	"37,300.00"					190				장내매수			0:36:14
2014-03-10	한국전력	10	"373,500"		"746,610"		"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"37,350.00"	110				200				장내매수			0:36:14
2014-03-10	NAVER	1	"836,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"836,000.00"					105				장내매수			0:36:14
2014-03-10	NAVER	1	"838,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"838,000.00"					106				장내매수			0:36:14
2014-03-10	NAVER	1	"839,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"839,000.00"					107				장내매수			0:36:14
2014-03-10	NAVER	1	"840,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"840,000.00"					108				장내매수			0:36:14
2014-03-10	NAVER	2	"1,684,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"842,000.00"					110				장내매수			0:36:14
2014-03-10	NAVER	1	"860,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"860,000.00"					111				장내매수			0:36:14
2014-03-10	NAVER	1	"861,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"861,000.00"					112				장내매수			0:36:14
2014-03-10	NAVER	1	"862,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"862,000.00"					113				장내매수			0:36:15
2014-03-10	NAVER	1	"863,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"863,000.00"					114				장내매수			0:36:15
2014-03-10	NAVER	1	"864,000"				"11,340,233"				보통매매			영웅문S
	보통매매  장내매수	"864,000.00"					115				장내매수			0:36:15
2014-03-10	NAVER	1	"865,000"		"10,213,530"		"1,126,703"				보통매매			영웅문S
	보통매매  장내매수	"865,000.00"	"1,530"				116				장내매수			0:36:15
2014-03-11	쎌바이오텍	210	"5,554,500"				"1,126,703"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"26,450.00"					"1,400"				KOSDAQ매도			0:38:25
2014-03-11	쎌바이오텍	100	"2,670,000"	"24,672"	"8,198,598"		"9,325,301"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"26,700.00"	"1,230"				"1,300"				KOSDAQ매도			0:38:25
2014-03-11	CJE&M	10	"424,000"				"9,325,301"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,400.00"					310				KOSDAQ매수			0:38:25
2014-03-11	CJE&M	10	"424,500"		"848,620"		"8,476,681"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,450.00"	120				320				KOSDAQ매수			0:38:25
2014-03-13	삼성SDI우	100	"8,290,000"	"24,864"	"8,263,896"		"16,740,577"				보통매매			영웅문S
	보통매매  장내매도	"82,900.00"	"1,240"				0				장내매도			0:39:10
2014-03-13			"7,000,000"		"7,000,000"		"23,740,577"							영웅문S
	  이체입금						0				이체입금			9:42:09
2014-03-14	쎌바이오텍	30	"849,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,300.00"					"1,330"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	20	"568,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,400.00"					"1,350"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	30	"853,500"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,450.00"					"1,380"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	10	"285,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,500.00"					"1,390"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	10	"285,500"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,550.00"					"1,400"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	10	"286,500"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,650.00"					"1,410"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	10	"287,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,700.00"					"1,420"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	40	"1,152,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,800.00"					"1,460"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	20	"577,000"				"23,740,577"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,850.00"					"1,480"				KOSDAQ매수			0:39:19
2014-03-14	쎌바이오텍	20	"578,000"		"5,722,350"		"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,900.00"	850				"1,500"				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"852,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,600.00"					340				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"854,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,700.00"					360				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"856,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"42,800.00"					380				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"866,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,300.00"					400				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"867,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,350.00"					420				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	10	"434,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,400.00"					430				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	10	"434,500"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,450.00"					440				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	30	"1,306,500"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,550.00"					470				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"872,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,600.00"					490				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"873,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,650.00"					510				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	30	"1,311,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,700.00"					540				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	20	"875,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,750.00"					560				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	10	"438,000"				"18,018,227"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"43,800.00"					570				KOSDAQ매수			0:39:19
2014-03-14	CJE&M	10	"438,500"		"11,279,190"		"6,739,037"				보통매매			영웅문S
