거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	상환차금	처리시간
2016-03-28	쎌바이오텍	3	"194,700"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"64,900.00"					"1,959"			0:41:50
2016-03-28	쎌바이오텍	1	"65,000"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,000.00"					"1,960"			0:41:50
2016-03-28	쎌바이오텍	1	"65,100"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,100.00"					"1,961"			0:41:50
2016-03-28	쎌바이오텍	2	"130,400"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,200.00"					"1,963"			0:41:50
2016-03-28	쎌바이오텍	2	"130,600"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,300.00"					"1,965"			0:41:50
2016-03-28	쎌바이오텍	1	"65,400"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,400.00"					"1,966"			0:41:50
2016-03-28	쎌바이오텍	1	"65,500"				"1,998,815"			영웅문S
	보통매매 KOSDAQ매수	"65,500.00"					"1,967"			0:41:50
2016-03-28	쎌바이오텍	1	"65,600"		"1,105,860"		"892,955"			영웅문S
	보통매매 KOSDAQ매수	"65,600.00"	160				"1,968"			0:41:50
2016-04-11	쎌바이오텍		"732,000"		"659,540"		"4,329,101"			지점
	 배당금입금			"72,460"			0			13:51:39
2016-04-14	쎌바이오텍	4	"252,800"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,200.00"					"1,972"			0:41:35
2016-04-14	쎌바이오텍	3	"189,900"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,300.00"					"1,975"			0:41:35
2016-04-14	쎌바이오텍	7	"443,800"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,400.00"					"1,982"			0:41:35
2016-04-14	쎌바이오텍	4	"254,000"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,500.00"					"1,986"			0:41:35
2016-04-14	쎌바이오텍	2	"127,200"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,600.00"					"1,988"			0:41:35
2016-04-14	쎌바이오텍	5	"318,500"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,700.00"					"1,993"			0:41:35
2016-04-14	쎌바이오텍	3	"191,400"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,800.00"					"1,996"			0:41:35
2016-04-14	쎌바이오텍	2	"127,800"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"63,900.00"					"1,998"			0:41:35
2016-04-14	쎌바이오텍	1	"64,000"				"5,215,184"			영웅문S
	보통매매 KOSDAQ매수	"64,000.00"					"1,999"			0:41:35
2016-04-14	쎌바이오텍	1	"64,100"		"2,033,800"		"3,181,384"			영웅문S
	보통매매 KOSDAQ매수	"64,100.00"	300				"2,000"			0:41:35
2016-04-18	쎌바이오텍	3	"183,000"				"4,589,706"			영웅문S
	보통매매 KOSDAQ매수	"61,000.00"					"2,003"			0:53:11
2016-04-18	쎌바이오텍	2	"122,200"		"305,240"		"4,284,466"			영웅문S
	보통매매 KOSDAQ매수	"61,100.00"	40				"2,005"			0:53:11
2016-04-19	쎌바이오텍	3	"181,200"				"2,261,140"			영웅문S
	보통매매 KOSDAQ매수	"60,400.00"					"2,008"			0:46:40
2016-04-19	쎌바이오텍	2	"121,000"				"2,261,140"			영웅문S
	보통매매 KOSDAQ매수	"60,500.00"					"2,010"			0:46:40
2016-04-19	쎌바이오텍	1	"60,600"				"2,261,140"			영웅문S
	보통매매 KOSDAQ매수	"60,600.00"					"2,011"			0:46:40
2016-04-19	쎌바이오텍	1	"60,700"		"423,560"		"1,837,580"			영웅문S
	보통매매 KOSDAQ매수	"60,700.00"	60				"2,012"			0:46:40
2016-04-25	쎌바이오텍	2	"122,800"				"5,012,931"			영웅문S
	보통매매 KOSDAQ매수	"61,400.00"					"2,014"			0:43:25
2016-04-25	쎌바이오텍	1	"61,500"		"184,320"		"4,828,611"			영웅문S
	보통매매 KOSDAQ매수	"61,500.00"	20				"2,015"			0:43:25
2016-04-29	쎌바이오텍	1	"62,900"				"2,009,571"			영웅문S
	보통매매 KOSDAQ매도	"62,900.00"					"2,014"			0:46:26
2016-04-29	쎌바이오텍	2	"126,000"				"2,009,571"			영웅문S
	보통매매 KOSDAQ매도	"63,000.00"					"2,012"			0:46:26
2016-04-29	쎌바이오텍	3	"189,300"				"2,009,571"			영웅문S
	보통매매 KOSDAQ매도	"63,100.00"					"2,009"			0:46:26
2016-04-29	쎌바이오텍	4	"252,800"	"1,891"	"629,019"		"2,638,590"			영웅문S
	보통매매 KOSDAQ매도	"63,200.00"	90				"2,005"			0:46:26
2016-05-02	쎌바이오텍	3	"185,100"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"61,700.00"					"2,008"			0:55:34
2016-05-02	쎌바이오텍	2	"123,600"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"61,800.00"					"2,010"			0:55:34
2016-05-02	쎌바이오텍	1	"61,900"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"61,900.00"					"2,011"			0:55:34
2016-05-02	쎌바이오텍	3	"186,000"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"62,000.00"					"2,014"			0:55:34
2016-05-02	쎌바이오텍	4	"248,400"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"62,100.00"					"2,018"			0:55:34
2016-05-02	쎌바이오텍	3	"186,600"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"62,200.00"					"2,021"			0:55:34
2016-05-02	쎌바이오텍	2	"124,600"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"62,300.00"					"2,023"			0:55:34
2016-05-02	쎌바이오텍	2	"124,800"				"936,048"			영웅문S
	보통매매 KOSDAQ매수	"62,400.00"					"2,025"			0:55:34
2016-05-02	쎌바이오텍	1	"62,500"		"1,303,690"		"-367,642"			영웅문S
	보통매매 KOSDAQ매수	"62,500.00"	190		"367,642"		"2,026"			0:55:34
2016-05-11	쎌바이오텍	3	"181,500"				"1,409,390"			영웅문S
	보통매매 KOSDAQ매수	"60,500.00"					"2,029"			0:44:56
2016-05-11	쎌바이오텍	2	"121,200"				"1,409,390"			영웅문S
	보통매매 KOSDAQ매수	"60,600.00"					"2,031"			0:44:56
2016-05-11	쎌바이오텍	1	"60,700"		"363,450"		"1,045,940"			영웅문S
	보통매매 KOSDAQ매수	"60,700.00"	50				"2,032"			0:44:56
2016-05-20	쎌바이오텍	1	"61,600"		"61,600"		"15,829,381"			영웅문S
	보통매매 KOSDAQ매수	"61,600.00"					"2,033"			0:46:27
2016-07-08	쎌바이오텍	2	"124,000"				"555,304"			영웅문S
	보통매매 KOSDAQ매도	"62,000.00"					"2,031"			0:44:25
2016-07-08	쎌바이오텍	2	"124,200"	744	"247,426"		"802,730"			영웅문S
	보통매매 KOSDAQ매도	"62,100.00"	30				"2,029"			0:44:26
2016-08-22	쎌바이오텍	29	"1,684,900"	"5,054"	"1,679,596"		"6,345,618"			영웅문S
	보통매매 KOSDAQ매도	"58,100.00"	250				"2,000"			0:45:16
